Wellbore name,NPDCode,Year,Month,On Stream,Oil,Gas,Water,GI,WI
15/9-F-5,5769,2007,9,,,,,,
15/9-F-5,5769,2007,10,,,,,,
15/9-F-5,5769,2007,11,,,,,,
15/9-F-5,5769,2007,12,,,,,,
15/9-F-5,5769,2008,1,0,,,,,
15/9-F-5,5769,2008,2,0,,,,,
15/9-F-5,5769,2008,3,0,,,,,0.00
15/9-F-5,5769,2008,4,0,,,,,
15/9-F-5,5769,2008,5,0,,,,,
15/9-F-5,5769,2008,6,0,,,,,
15/9-F-5,5769,2008,7,0,,,,,
15/9-F-5,5769,2008,8,98,,,,,14481.00
15/9-F-5,5769,2008,9,558,,,,,64814.00
15/9-F-5,5769,2008,10,564,,,,,122254.00
15/9-F-5,5769,2008,11,716,,,,,219780.00
15/9-F-5,5769,2008,12,742,,,,,270199.00
15/9-F-5,5769,2009,1,697,,,,,253655.00
15/9-F-5,5769,2009,2,636,,,,,226102.00
15/9-F-5,5769,2009,3,225,,,,,81674.00
15/9-F-5,5769,2009,4,532,,,,,104819.00
15/9-F-5,5769,2009,5,707,,,,,232335.00
15/9-F-5,5769,2009,6,691,,,,,133204.00
15/9-F-5,5769,2009,7,735,,,,,205447.00
15/9-F-5,5769,2009,8,704,,,,,198474.00
15/9-F-5,5769,2009,9,509,,,,,171773.00
15/9-F-5,5769,2009,10,682,,,,,200847.00
15/9-F-5,5769,2009,11,706,,,,,208934.00
15/9-F-5,5769,2009,12,738,,,,,225455.00
15/9-F-5,5769,2010,1,736,,,,,251555.00
15/9-F-5,5769,2010,2,595,,,,,199239.00
15/9-F-5,5769,2010,3,571,,,,,159955.00
15/9-F-5,5769,2010,4,449,,,,,143182.00
15/9-F-5,5769,2010,5,744,,,,,252212.00
15/9-F-5,5769,2010,6,717,,,,,217996.00
15/9-F-5,5769,2010,7,743,,,,,213817.00
15/9-F-5,5769,2010,8,447,,,,,120306.00
15/9-F-5,5769,2010,9,695,,,,,163185.00
15/9-F-5,5769,2010,10,718,,,,,200667.00
15/9-F-5,5769,2010,11,704,,,,,188436.00
15/9-F-5,5769,2010,12,733,,,,,193373.00
15/9-F-5,5769,2011,1,744,,,,,189041.00
15/9-F-5,5769,2011,2,533,,,,,139467.00
15/9-F-5,5769,2011,3,728,,,,,184592.00
15/9-F-5,5769,2011,4,701,,,,,188899.00
15/9-F-5,5769,2011,5,737,,,,,191438.00
15/9-F-5,5769,2011,6,462,,,,,115811.00
15/9-F-5,5769,2011,7,243,,,,,60235.00
15/9-F-5,5769,2011,8,644,,,,,161569.00
15/9-F-5,5769,2011,9,689,,,,,185636.00
15/9-F-5,5769,2011,10,329,,,,,86121.00
15/9-F-5,5769,2011,11,475,,,,,111727.00
15/9-F-5,5769,2011,12,439,,,,,106760.00
15/9-F-5,5769,2012,1,424,,,,,96145.00
15/9-F-5,5769,2012,2,691,,,,,144177.00
15/9-F-5,5769,2012,3,737,,,,,144901.00
15/9-F-5,5769,2012,4,720,,,,,152914.00
15/9-F-5,5769,2012,5,732,,,,,157759.00
15/9-F-5,5769,2012,6,711,,,,,147175.00
15/9-F-5,5769,2012,7,740,,,,,155142.00
15/9-F-5,5769,2012,8,309,,,,,65974.00
15/9-F-5,5769,2012,9,37,,,,,8067.00
15/9-F-5,5769,2012,10,538,,,,,118485.00
15/9-F-5,5769,2012,11,720,,,,,168630.00
15/9-F-5,5769,2012,12,698,,,,,154926.00
15/9-F-5,5769,2013,1,732,,,,,159940.00
15/9-F-5,5769,2013,2,672,,,,,147798.00
15/9-F-5,5769,2013,3,400,,,,,85998.00
15/9-F-5,5769,2013,4,561,,,,,121657.00
15/9-F-5,5769,2013,5,681,,,,,170935.00
15/9-F-5,5769,2013,6,573,,,,,138629.00
15/9-F-5,5769,2013,7,654,,,,,131249.00
15/9-F-5,5769,2013,8,687,,,,,185792.00
15/9-F-5,5769,2013,9,609,,,,,141323.00
15/9-F-5,5769,2013,10,654,,,,,167622.00
15/9-F-5,5769,2013,11,682,,,,,167983.00
15/9-F-5,5769,2013,12,676,,,,,169674.00
15/9-F-5,5769,2014,1,661,,,,,139162.00
15/9-F-5,5769,2014,2,581,,,,,139875.00
15/9-F-5,5769,2014,3,691,,,,,168354.00
15/9-F-5,5769,2014,4,708,,,,,170366.00
15/9-F-5,5769,2014,5,606,,,,,155444.00
15/9-F-5,5769,2014,6,699,,,,,170548.00
15/9-F-5,5769,2014,7,742,,,,,149634.00
15/9-F-5,5769,2014,8,606,,,,,122110.00
15/9-F-5,5769,2014,9,691,,,,,160662.00
15/9-F-5,5769,2014,10,742,,,,,166833.00
15/9-F-5,5769,2014,11,661,,,,,146407.00
15/9-F-5,5769,2014,12,394,,,,,95714.00
15/9-F-5,5769,2015,1,703,,,,,116852.00
15/9-F-5,5769,2015,2,584,,,,,122958.00
15/9-F-5,5769,2015,3,744,,,,,127804.00
15/9-F-5,5769,2015,4,708,,,,,146997.00
15/9-F-5,5769,2015,5,744,,,,,135254.00
15/9-F-5,5769,2015,6,717,,,,,146026.00
15/9-F-5,5769,2015,7,740,,,,,117660.00
15/9-F-5,5769,2015,8,606,,,,,113141.00
15/9-F-5,5769,2015,9,712,,,,,128261.00
15/9-F-5,5769,2015,10,724,,,,,134375.00
15/9-F-5,5769,2015,11,643,,,,,134603.00
15/9-F-5,5769,2015,12,739,,,,,145383.00
15/9-F-5,5769,2016,1,721,,,,,148395.00
15/9-F-5,5769,2016,2,691,,,,,164189.00
15/9-F-5,5769,2016,3,743,,,,,139811.00
15/9-F-5,5769,2016,4,345,3401.00,538639.00,2381.00,,20227.00
15/9-F-5,5769,2016,5,732,9724.00,1534677.00,3950.00,,0.00
15/9-F-5,5769,2016,6,718,9121.00,1468557.00,2377.00,,
15/9-F-5,5769,2016,7,669,9985.00,1602674.00,2454.00,,0.00
15/9-F-5,5769,2016,8,608,8929.00,1417279.00,2372.00,,0.00
15/9-F-5,5769,2016,9,0,0.00,0.00,0.00,,0.00
