Wellbore name	NPDCode	Year	Month	On Stream	Oil	Gas	Water	GI	WI
15/9-F-14	5351	2013	11	681	"19,249"	"2,853,580"	"103,738"	NULL	NULL
15/9-F-14	5351	2013	12	630	"15,496"	"2,330,524"	"97,307"	NULL	NULL
15/9-F-14	5351	2014	1	673	"16,687"	"2,426,753"	"106,726"	NULL	NULL
15/9-F-14	5351	2014	2	599	"14,766"	"2,161,272"	"96,430"	NULL	NULL
15/9-F-14	5351	2014	3	677	"14,955"	"2,196,383"	"101,501"	NULL	NULL
15/9-F-14	5351	2014	4	701	"16,572"	"2,398,888"	"104,862"	NULL	NULL
15/9-F-14	5351	2014	5	702	"13,637"	"1,943,519"	"98,851"	NULL	NULL
15/9-F-14	5351	2014	6	710	"13,258"	"1,951,326"	"103,421"	NULL	NULL
15/9-F-14	5351	2014	7	743	"13,496"	"2,012,913"	"99,765"	NULL	NULL
15/9-F-14	5351	2014	8	600	"8,444"	"1,333,767"	"82,816"	NULL	NULL
15/9-F-14	5351	2014	9	690	"9,622"	"1,516,704"	"97,941"	NULL	NULL
15/9-F-14	5351	2014	10	745	"10,076"	"1,558,794"	"104,963"	NULL	NULL
15/9-F-14	5351	2014	11	709	"10,386"	"1,643,093"	"103,385"	NULL	NULL
15/9-F-14	5351	2014	12	741	"9,665"	"1,601,950"	"100,255"	NULL	NULL
15/9-F-14	5351	2015	1	718	"9,121"	"1,357,133"	"95,025"	NULL	NULL
15/9-F-14	5351	2015	2	655	"7,179"	"1,092,571"	"91,844"	NULL	NULL
15/9-F-14	5351	2015	3	744	"8,069"	"1,195,524"	"107,454"	NULL	NULL
15/9-F-14	5351	2015	4	720	"7,687"	"1,121,237"	"101,303"	NULL	NULL
15/9-F-14	5351	2015	5	744	"7,148"	"1,042,507"	"102,927"	NULL	NULL
15/9-F-14	5351	2015	6	719	"6,070"	"889,056"	"100,367"	NULL	NULL
15/9-F-14	5351	2015	7	741	"6,721"	"999,142"	"96,225"	NULL	NULL
15/9-F-14	5351	2015	8	629	"4,876"	"737,505"	"79,597"	NULL	NULL
15/9-F-14	5351	2015	9	719	"5,300"	"799,235"	"84,511"	NULL	NULL
15/9-F-14	5351	2015	10	742	"5,635"	"863,230"	"97,865"	NULL	NULL
15/9-F-14	5351	2015	11	720	"5,432"	"835,108"	"96,061"	NULL	NULL
15/9-F-14	5351	2015	12	741	"5,158"	"790,131"	"94,594"	NULL	NULL
15/9-F-14	5351	2016	1	736	"4,606"	"721,124"	"97,148"	NULL	NULL
15/9-F-14	5351	2016	2	696	"3,942"	"621,659"	"86,358"	NULL	NULL
15/9-F-14	5351	2016	3	738	"3,754"	"604,911"	"98,119"	NULL	NULL
15/9-F-14	5351	2016	4	716	"3,112"	"514,414"	"91,935"	NULL	NULL
15/9-F-14	5351	2016	5	738	"3,213"	"506,857"	"89,416"	NULL	NULL
15/9-F-14	5351	2016	6	716	"3,075"	"495,104"	"88,381"	NULL	NULL
15/9-F-14	5351	2016	7	301	"1,327"	"215,289"	"37,893"	NULL	NULL
15/9-F-14	5351	2016	8	0	0	0	0	NULL	NULL
15/9-F-14	5351	2016	9	0	0	0	0	NULL	NULL
15/9-F-15 D	7289	2014	1	340	"5,675"	"820,969"	0	NULL	NULL
15/9-F-15 D	7289	2014	2	596	"7,899"	"1,196,184"	0	NULL	NULL
15/9-F-15 D	7289	2014	3	671	"7,081"	"1,076,364"	0	NULL	NULL
15/9-F-15 D	7289	2014	4	701	"7,163"	"1,074,270"	0	NULL	NULL
15/9-F-15 D	7289	2014	5	744	"7,219"	"1,014,000"	0	NULL	NULL
15/9-F-15 D	7289	2014	6	709	"7,013"	"1,032,224"	0	NULL	NULL
15/9-F-15 D	7289	2014	7	733	"6,847"	"1,021,004"	0	NULL	NULL
15/9-F-15 D	7289	2014	8	433	"3,475"	"526,611"	0	NULL	NULL
15/9-F-15 D	7289	2014	9	647	"5,315"	"833,249"	0	NULL	NULL
15/9-F-15 D	7289	2014	10	733	"5,733"	"886,879"	183	NULL	NULL
15/9-F-15 D	7289	2014	11	597	"4,716"	"732,052"	193	NULL	NULL
15/9-F-15 D	7289	2014	12	0	0	0	0	NULL	NULL
15/9-F-15 D	7289	2015	1	697	"5,976"	"878,874"	208	NULL	NULL
15/9-F-15 D	7289	2015	2	649	"4,581"	"696,960"	259	NULL	NULL
15/9-F-15 D	7289	2015	3	666	"4,133"	"610,220"	310	NULL	NULL
15/9-F-15 D	7289	2015	4	720	"4,260"	"621,371"	318	NULL	NULL
15/9-F-15 D	7289	2015	5	737	"4,058"	"591,890"	302	NULL	NULL
15/9-F-15 D	7289	2015	6	719	"3,666"	"537,023"	292	NULL	NULL
15/9-F-15 D	7289	2015	7	420	"2,238"	"329,942"	185	NULL	NULL
15/9-F-15 D	7289	2015	8	276	"3,578"	"542,286"	"1,857"	NULL	NULL
15/9-F-15 D	7289	2015	9	719	"7,417"	"1,121,247"	"3,987"	NULL	NULL
15/9-F-15 D	7289	2015	10	743	"6,347"	"972,414"	"3,629"	NULL	NULL
15/9-F-15 D	7289	2015	11	439	"3,926"	"605,738"	"2,740"	NULL	NULL
15/9-F-15 D	7289	2015	12	541	"4,919"	"751,607"	"5,076"	NULL	NULL
15/9-F-15 D	7289	2016	1	350	"2,891"	"445,568"	"3,649"	NULL	NULL
15/9-F-15 D	7289	2016	2	695	"5,109"	"805,795"	"5,891"	NULL	NULL
15/9-F-15 D	7289	2016	3	551	"3,748"	"600,594"	"5,035"	NULL	NULL
15/9-F-15 D	7289	2016	4	577	"4,544"	"751,127"	"5,688"	NULL	NULL
15/9-F-15 D	7289	2016	5	677	"4,699"	"740,193"	"6,004"	NULL	NULL
15/9-F-15 D	7289	2016	6	605	"3,464"	"555,536"	"5,391"	NULL	NULL
15/9-F-15 D	7289	2016	7	138	829	"133,160"	"1,172"	NULL	NULL
15/9-F-15 D	7289	2016	8	0	0	0	0	NULL	NULL
15/9-F-15 D	7289	2016	9	0	0	0	0	NULL	NULL
15/9-F-4	5693	2007	9	NULL	NULL	NULL	NULL	NULL	NULL
15/9-F-4	5693	2007	10	NULL	NULL	NULL	NULL	NULL	NULL
15/9-F-4	5693	2007	11	NULL	NULL	NULL	NULL	NULL	NULL
15/9-F-4	5693	2007	12	NULL	NULL	NULL	NULL	NULL	NULL
15/9-F-4	5693	2008	1	0	NULL	NULL	NULL	NULL	NULL
15/9-F-4	5693	2008	2	0	NULL	NULL	NULL	NULL	NULL
